mode,epoch,acc,loss,length,game_size,vocab_size,hidden_size,n_epochs,embedding_size,max_len,sender_cell
train,0,0.25,,,4,100,20,100,40,4,gru
test,0,0.25,,,4,100,20,100,40,4,gru
train,1,0.3124811053276062,0.16179923713207245,4.980011940002441,4,100,20,100,40,4,gru
test,1,0.3499999940395355,1.3561606407165527,5.0,4,100,20,100,40,4,gru
train,2,0.26251649856567383,0.1413518339395523,4.996956825256348,4,100,20,100,40,4,gru
test,2,0.3499999940395355,1.3684577941894531,5.0,4,100,20,100,40,4,gru
train,3,0.2624998390674591,0.14404501020908356,4.999979496002197,4,100,20,100,40,4,gru
test,3,0.30000001192092896,1.3969252109527588,5.0,4,100,20,100,40,4,gru
train,4,0.2874983847141266,0.1388993263244629,4.999753475189209,4,100,20,100,40,4,gru
test,4,0.3499999940395355,1.3553345203399658,5.0,4,100,20,100,40,4,gru
train,5,0.312499463558197,0.1392243206501007,4.999848365783691,4,100,20,100,40,4,gru
test,5,0.25,1.4636662006378174,5.0,4,100,20,100,40,4,gru
train,6,0.3624899983406067,0.13411347568035126,4.999971866607666,4,100,20,100,40,4,gru
test,6,0.44999998807907104,1.320906639099121,5.0,4,100,20,100,40,4,gru
train,7,0.374999463558197,0.13237781822681427,4.999978542327881,4,100,20,100,40,4,gru
test,7,0.25,1.4350976943969727,5.0,4,100,20,100,40,4,gru
train,8,0.34999972581863403,0.13124769926071167,4.999938011169434,4,100,20,100,40,4,gru
test,8,0.30000001192092896,1.4180572032928467,5.0,4,100,20,100,40,4,gru
train,9,0.3374984860420227,0.13249710202217102,4.999916076660156,4,100,20,100,40,4,gru
test,9,0.25,1.4428126811981201,5.0,4,100,20,100,40,4,gru
train,10,0.3249998092651367,0.12918943166732788,4.9999518394470215,4,100,20,100,40,4,gru
test,10,0.30000001192092896,1.4239150285720825,5.0,4,100,20,100,40,4,gru
train,11,0.36250025033950806,0.12875546514987946,4.999985694885254,4,100,20,100,40,4,gru
test,11,0.3499999940395355,1.3869129419326782,5.0,4,100,20,100,40,4,gru
train,12,0.3499988913536072,0.12926150858402252,4.999952793121338,4,100,20,100,40,4,gru
test,12,0.44999998807907104,1.372277021408081,5.0,4,100,20,100,40,4,gru
train,13,0.3624996542930603,0.12746135890483856,4.999978542327881,4,100,20,100,40,4,gru
test,13,0.3499999940395355,1.4014065265655518,5.0,4,100,20,100,40,4,gru
train,14,0.4124999940395355,0.12550784647464752,4.9999775886535645,4,100,20,100,40,4,gru
test,14,0.4000000059604645,1.4051721096038818,5.0,4,100,20,100,40,4,gru
train,15,0.38750532269477844,0.12577888369560242,4.999820232391357,4,100,20,100,40,4,gru
test,15,0.4000000059604645,1.464917778968811,5.0,4,100,20,100,40,4,gru
train,16,0.3500000834465027,0.12594367563724518,4.999993801116943,4,100,20,100,40,4,gru
test,16,0.30000001192092896,1.5202480554580688,5.0,4,100,20,100,40,4,gru
train,17,0.38749751448631287,0.12456641346216202,4.999932765960693,4,100,20,100,40,4,gru
test,17,0.3499999940395355,1.446218729019165,5.0,4,100,20,100,40,4,gru
train,18,0.37499934434890747,0.12218666076660156,4.9999775886535645,4,100,20,100,40,4,gru
test,18,0.3499999940395355,1.6158004999160767,5.0,4,100,20,100,40,4,gru
train,19,0.4249979853630066,0.11903037875890732,4.999991416931152,4,100,20,100,40,4,gru
test,19,0.30000001192092896,1.579302430152893,5.0,4,100,20,100,40,4,gru
train,20,0.34999990463256836,0.12225675582885742,4.999996185302734,4,100,20,100,40,4,gru
test,20,0.3499999940395355,1.5829588174819946,5.0,4,100,20,100,40,4,gru
train,21,0.4874994158744812,0.11250445991754532,4.999993324279785,4,100,20,100,40,4,gru
test,21,0.30000001192092896,1.838096261024475,5.0,4,100,20,100,40,4,gru
train,22,0.31250011920928955,0.1448192596435547,4.999993324279785,4,100,20,100,40,4,gru
test,22,0.30000001192092896,1.6505695581436157,5.0,4,100,20,100,40,4,gru
train,23,0.3375106751918793,0.1282823383808136,4.984419345855713,4,100,20,100,40,4,gru
test,23,0.4000000059604645,1.418739914894104,5.0,4,100,20,100,40,4,gru
train,24,0.4249531328678131,0.12485335767269135,4.995296001434326,4,100,20,100,40,4,gru
test,24,0.3499999940395355,1.336460828781128,5.0,4,100,20,100,40,4,gru
train,25,0.46249833703041077,0.12029316276311874,4.999627113342285,4,100,20,100,40,4,gru
test,25,0.3499999940395355,1.5276261568069458,5.0,4,100,20,100,40,4,gru
train,26,0.3750015199184418,0.11800100654363632,4.999979496002197,4,100,20,100,40,4,gru
test,26,0.3499999940395355,1.597796082496643,5.0,4,100,20,100,40,4,gru
train,27,0.43750762939453125,0.11315636336803436,4.999980926513672,4,100,20,100,40,4,gru
test,27,0.30000001192092896,1.5604437589645386,5.0,4,100,20,100,40,4,gru
train,28,0.4375019073486328,0.1138380616903305,4.999992370605469,4,100,20,100,40,4,gru
test,28,0.25,1.6624807119369507,5.0,4,100,20,100,40,4,gru
train,29,0.4374997019767761,0.112767294049263,4.999991416931152,4,100,20,100,40,4,gru
test,29,0.30000001192092896,1.9499820470809937,5.0,4,100,20,100,40,4,gru
train,30,0.4624995291233063,0.10536529123783112,4.999988079071045,4,100,20,100,40,4,gru
test,30,0.25,2.0496160984039307,5.0,4,100,20,100,40,4,gru
train,31,0.46249979734420776,0.10306471586227417,4.999963283538818,4,100,20,100,40,4,gru
test,31,0.25,2.0991053581237793,5.0,4,100,20,100,40,4,gru
train,32,0.4874993860721588,0.09634542465209961,4.999989032745361,4,100,20,100,40,4,gru
test,32,0.30000001192092896,1.6163946390151978,5.0,4,100,20,100,40,4,gru
train,33,0.4249999523162842,0.09763003885746002,4.9999847412109375,4,100,20,100,40,4,gru
test,33,0.30000001192092896,1.9351752996444702,5.0,4,100,20,100,40,4,gru
train,34,0.43749991059303284,0.11945225298404694,4.9999918937683105,4,100,20,100,40,4,gru
test,34,0.3499999940395355,1.2997198104858398,5.0,4,100,20,100,40,4,gru
train,35,0.5000227093696594,0.09046546369791031,4.999855995178223,4,100,20,100,40,4,gru
test,35,0.30000001192092896,2.516322612762451,5.0,4,100,20,100,40,4,gru
train,36,0.5249997973442078,0.0863342434167862,4.999730110168457,4,100,20,100,40,4,gru
test,36,0.6499999761581421,1.255022644996643,5.0,4,100,20,100,40,4,gru
train,37,0.5500006079673767,0.07848186790943146,4.999752521514893,4,100,20,100,40,4,gru
test,37,0.75,0.6821450591087341,5.0,4,100,20,100,40,4,gru
train,38,0.5375028848648071,0.07656287401914597,4.9998779296875,4,100,20,100,40,4,gru
test,38,0.699999988079071,0.6533688902854919,5.0,4,100,20,100,40,4,gru
train,39,0.5499966740608215,0.07325120270252228,4.999894142150879,4,100,20,100,40,4,gru
test,39,0.550000011920929,0.9645061492919922,5.0,4,100,20,100,40,4,gru
train,40,0.5500003099441528,0.0766468346118927,4.999874114990234,4,100,20,100,40,4,gru
test,40,0.6499999761581421,0.6615853309631348,5.0,4,100,20,100,40,4,gru
train,41,0.5999962091445923,0.06800135970115662,4.9998064041137695,4,100,20,100,40,4,gru
test,41,0.4000000059604645,3.3134002685546875,5.0,4,100,20,100,40,4,gru
train,42,0.524999737739563,0.08070309460163116,4.999929428100586,4,100,20,100,40,4,gru
test,42,0.3499999940395355,3.0990803241729736,5.0,4,100,20,100,40,4,gru
train,43,0.550007700920105,0.07503876835107803,4.999969005584717,4,100,20,100,40,4,gru
test,43,0.6499999761581421,0.6621426343917847,5.0,4,100,20,100,40,4,gru
train,44,0.5874999761581421,0.07402970641851425,4.999974727630615,4,100,20,100,40,4,gru
test,44,0.550000011920929,1.0517516136169434,5.0,4,100,20,100,40,4,gru
train,45,0.550003170967102,0.06984756886959076,4.999846458435059,4,100,20,100,40,4,gru
test,45,0.550000011920929,0.7020787000656128,5.0,4,100,20,100,40,4,gru
train,46,0.5500195622444153,0.06805002689361572,4.999697685241699,4,100,20,100,40,4,gru
test,46,0.5,0.7402957677841187,5.0,4,100,20,100,40,4,gru
train,47,0.60000079870224,0.06897082179784775,4.999767780303955,4,100,20,100,40,4,gru
test,47,0.550000011920929,0.8184800148010254,5.0,4,100,20,100,40,4,gru
train,48,0.5749858617782593,0.06847923249006271,4.99984073638916,4,100,20,100,40,4,gru
test,48,0.550000011920929,0.7821682691574097,5.0,4,100,20,100,40,4,gru
train,49,0.6125022768974304,0.06676526367664337,4.999801158905029,4,100,20,100,40,4,gru
test,49,0.5,0.7048749923706055,5.0,4,100,20,100,40,4,gru
train,50,0.6500006914138794,0.06276999413967133,4.999896049499512,4,100,20,100,40,4,gru
test,50,0.6499999761581421,0.6451566219329834,5.0,4,100,20,100,40,4,gru
train,51,0.6750020980834961,0.06448160111904144,4.999887943267822,4,100,20,100,40,4,gru
test,51,0.550000011920929,0.7123149633407593,5.0,4,100,20,100,40,4,gru
train,52,0.6499839425086975,0.06503809243440628,4.999935626983643,4,100,20,100,40,4,gru
test,52,0.5,2.1082704067230225,5.0,4,100,20,100,40,4,gru
train,53,0.6000030636787415,0.08711341768503189,4.999912738800049,4,100,20,100,40,4,gru
test,53,0.3499999940395355,3.6994175910949707,5.0,4,100,20,100,40,4,gru
train,54,0.5999995470046997,0.08400030434131622,4.999903202056885,4,100,20,100,40,4,gru
test,54,0.5,0.9440604448318481,5.0,4,100,20,100,40,4,gru
train,55,0.5999971628189087,0.0748642235994339,4.99984073638916,4,100,20,100,40,4,gru
test,55,0.5,1.1365717649459839,5.0,4,100,20,100,40,4,gru
train,56,0.5750012993812561,0.06749434769153595,4.999911308288574,4,100,20,100,40,4,gru
test,56,0.5,0.9117791056632996,5.0,4,100,20,100,40,4,gru
train,57,0.5874974727630615,0.06972576677799225,4.999945163726807,4,100,20,100,40,4,gru
test,57,0.550000011920929,0.6424357891082764,5.0,4,100,20,100,40,4,gru
train,58,0.6125906705856323,0.06516076624393463,4.999829292297363,4,100,20,100,40,4,gru
test,58,0.550000011920929,0.6541458368301392,5.0,4,100,20,100,40,4,gru
train,59,0.6999989748001099,0.062335677444934845,4.999863624572754,4,100,20,100,40,4,gru
test,59,0.5,0.7218564748764038,5.0,4,100,20,100,40,4,gru
train,60,0.6750002503395081,0.06299532204866409,4.999818801879883,4,100,20,100,40,4,gru
test,60,0.5,0.7369585037231445,5.0,4,100,20,100,40,4,gru
train,61,0.699999213218689,0.06165089085698128,4.999894142150879,4,100,20,100,40,4,gru
test,61,0.5,0.743029773235321,5.0,4,100,20,100,40,4,gru
train,62,0.649999737739563,0.06450100243091583,4.999920845031738,4,100,20,100,40,4,gru
test,62,0.550000011920929,0.7261492609977722,5.0,4,100,20,100,40,4,gru
train,63,0.7124931812286377,0.05907898023724556,4.9998698234558105,4,100,20,100,40,4,gru
test,63,0.5,0.8114412426948547,5.0,4,100,20,100,40,4,gru
train,64,0.7124971747398376,0.056180961430072784,4.999866485595703,4,100,20,100,40,4,gru
test,64,0.5,0.7675307393074036,5.0,4,100,20,100,40,4,gru
train,65,0.7250009179115295,0.057758260518312454,4.99993896484375,4,100,20,100,40,4,gru
test,65,0.44999998807907104,1.1042253971099854,5.0,4,100,20,100,40,4,gru
train,66,0.774997889995575,0.052991002798080444,4.999721050262451,4,100,20,100,40,4,gru
test,66,0.5,0.7644182443618774,5.0,4,100,20,100,40,4,gru
train,67,0.7124953269958496,0.05744815990328789,4.999716281890869,4,100,20,100,40,4,gru
test,67,0.5,1.0889842510223389,5.0,4,100,20,100,40,4,gru
train,68,0.7375057935714722,0.05788170546293259,4.999821186065674,4,100,20,100,40,4,gru
test,68,0.44999998807907104,1.231878399848938,5.0,4,100,20,100,40,4,gru
train,69,0.6749880909919739,0.061163000762462616,4.999770164489746,4,100,20,100,40,4,gru
test,69,0.44999998807907104,1.001401662826538,5.0,4,100,20,100,40,4,gru
train,70,0.7374922633171082,0.05814765766263008,4.999876976013184,4,100,20,100,40,4,gru
test,70,0.4000000059604645,1.4488486051559448,5.0,4,100,20,100,40,4,gru
train,71,0.6374994516372681,0.07126379758119583,4.999921798706055,4,100,20,100,40,4,gru
test,71,0.44999998807907104,0.8603017926216125,5.0,4,100,20,100,40,4,gru
train,72,0.6874897480010986,0.07293057441711426,4.999905586242676,4,100,20,100,40,4,gru
test,72,0.4000000059604645,2.9445481300354004,5.0,4,100,20,100,40,4,gru
train,73,0.524981677532196,0.16569317877292633,4.999798774719238,4,100,20,100,40,4,gru
test,73,0.4000000059604645,1.0733402967453003,5.0,4,100,20,100,40,4,gru
train,74,0.4501667022705078,0.1200721263885498,4.997738838195801,4,100,20,100,40,4,gru
test,74,0.44999998807907104,0.90064537525177,5.0,4,100,20,100,40,4,gru
