mode,epoch,acc,loss,length,game_size,vocab_size,hidden_size,n_epochs,embedding_size,max_len,sender_cell
train,69,0.737500011920929,0.05928219109773636,5.0,4,100,60,100,40,4,gru
test,69,0.44999998807907104,0.8240772485733032,5.0,4,100,60,100,40,4,gru
train,70,0.7250000238418579,0.057611990720033646,5.0,4,100,60,100,40,4,gru
test,70,0.550000011920929,0.8726741671562195,5.0,4,100,60,100,40,4,gru
train,71,0.699999988079071,0.058105241507291794,5.0,4,100,60,100,40,4,gru
test,71,0.44999998807907104,0.8499205708503723,5.0,4,100,60,100,40,4,gru
train,72,0.7250000238418579,0.05895891785621643,5.0,4,100,60,100,40,4,gru
test,72,0.44999998807907104,0.8505837321281433,5.0,4,100,60,100,40,4,gru
train,73,0.737500011920929,0.060236405581235886,5.0,4,100,60,100,40,4,gru
test,73,0.44999998807907104,0.8891425132751465,5.0,4,100,60,100,40,4,gru
train,74,0.6875,0.05836116522550583,5.0,4,100,60,100,40,4,gru
test,74,0.5,0.8092114329338074,5.0,4,100,60,100,40,4,gru
train,75,0.7124999761581421,0.05916681885719299,5.0,4,100,60,100,40,4,gru
test,75,0.5,0.9107047319412231,5.0,4,100,60,100,40,4,gru
train,76,0.7124999761581421,0.060877226293087006,5.0,4,100,60,100,40,4,gru
test,76,0.5,0.8717113733291626,5.0,4,100,60,100,40,4,gru
train,77,0.737500011920929,0.05780377984046936,5.0,4,100,60,100,40,4,gru
test,77,0.5,0.8954524993896484,5.0,4,100,60,100,40,4,gru
train,78,0.7124999761581421,0.05818084999918938,5.0,4,100,60,100,40,4,gru
test,78,0.5,0.8594892621040344,5.0,4,100,60,100,40,4,gru
train,79,0.7250000238418579,0.05969121307134628,5.0,4,100,60,100,40,4,gru
test,79,0.3499999940395355,0.9316895604133606,5.0,4,100,60,100,40,4,gru
train,80,0.7124999761581421,0.05838323384523392,5.0,4,100,60,100,40,4,gru
test,80,0.44999998807907104,0.8724997639656067,5.0,4,100,60,100,40,4,gru
train,81,0.737500011920929,0.0586058609187603,5.0,4,100,60,100,40,4,gru
test,81,0.5,0.874738335609436,5.0,4,100,60,100,40,4,gru
train,82,0.75,0.057061098515987396,5.0,4,100,60,100,40,4,gru
test,82,0.4000000059604645,0.9420849680900574,5.0,4,100,60,100,40,4,gru
train,83,0.6499999761581421,0.0616239495575428,5.0,4,100,60,100,40,4,gru
test,83,0.44999998807907104,0.8851561546325684,5.0,4,100,60,100,40,4,gru
train,84,0.699999988079071,0.06286170333623886,5.0,4,100,60,100,40,4,gru
test,84,0.3499999940395355,0.9312713742256165,5.0,4,100,60,100,40,4,gru
train,85,0.6625000238418579,0.06252936273813248,5.0,4,100,60,100,40,4,gru
test,85,0.44999998807907104,0.9109138250350952,5.0,4,100,60,100,40,4,gru
train,86,0.737500011920929,0.05603133887052536,5.0,4,100,60,100,40,4,gru
test,86,0.5,0.8630369901657104,5.0,4,100,60,100,40,4,gru
train,87,0.737500011920929,0.05745822191238403,5.0,4,100,60,100,40,4,gru
test,87,0.5,0.914712131023407,5.0,4,100,60,100,40,4,gru
train,88,0.6625000238418579,0.06026069447398186,5.0,4,100,60,100,40,4,gru
test,88,0.550000011920929,0.8920211791992188,5.0,4,100,60,100,40,4,gru
train,89,0.699999988079071,0.061107754707336426,5.0,4,100,60,100,40,4,gru
test,89,0.44999998807907104,0.8780769109725952,5.0,4,100,60,100,40,4,gru
train,90,0.699999988079071,0.06125830486416817,5.0,4,100,60,100,40,4,gru
test,90,0.25,1.0161305665969849,5.0,4,100,60,100,40,4,gru
train,91,0.7250000238418579,0.05666200444102287,5.0,4,100,60,100,40,4,gru
test,91,0.5,0.8906940221786499,5.0,4,100,60,100,40,4,gru
train,92,0.75,0.05670036002993584,5.0,4,100,60,100,40,4,gru
test,92,0.44999998807907104,0.958472728729248,5.0,4,100,60,100,40,4,gru
train,93,0.6625000238418579,0.0635564923286438,5.0,4,100,60,100,40,4,gru
test,93,0.5,0.9071637392044067,5.0,4,100,60,100,40,4,gru
train,94,0.7250000238418579,0.058512456715106964,5.0,4,100,60,100,40,4,gru
test,94,0.44999998807907104,0.9675210118293762,5.0,4,100,60,100,40,4,gru
train,95,0.737500011920929,0.055889807641506195,5.0,4,100,60,100,40,4,gru
test,95,0.5,0.9062304496765137,5.0,4,100,60,100,40,4,gru
train,96,0.7250000238418579,0.05721098184585571,5.0,4,100,60,100,40,4,gru
test,96,0.550000011920929,1.0130213499069214,5.0,4,100,60,100,40,4,gru
train,97,0.6875,0.057930707931518555,5.0,4,100,60,100,40,4,gru
test,97,0.550000011920929,0.9275215864181519,5.0,4,100,60,100,40,4,gru
train,98,0.75,0.05774887651205063,5.0,4,100,60,100,40,4,gru
test,98,0.5,0.9868154525756836,5.0,4,100,60,100,40,4,gru
train,99,0.7250000238418579,0.058051299303770065,5.0,4,100,60,100,40,4,gru
test,99,0.550000011920929,0.9286468625068665,5.0,4,100,60,100,40,4,gru
train,100,0.7250000238418579,0.05735102295875549,5.0,4,100,60,100,40,4,gru
test,100,0.5,0.9577247500419617,5.0,4,100,60,100,40,4,gru
