mode,epoch,acc,loss,length,game_size,vocab_size,hidden_size,n_epochs,embedding_size,max_len,sender_cell
train,22,0.7124999761581421,0.05846220999956131,5.0,4,100,40,100,40,4,gru
test,22,0.6000000238418579,0.8546687364578247,5.0,4,100,40,100,40,4,gru
train,23,0.7250000238418579,0.0584711953997612,5.0,4,100,40,100,40,4,gru
test,23,0.6000000238418579,0.8162029981613159,5.0,4,100,40,100,40,4,gru
train,24,0.7250000238418579,0.057846955955028534,5.0,4,100,40,100,40,4,gru
test,24,0.6000000238418579,0.8348811268806458,5.0,4,100,40,100,40,4,gru
train,25,0.7124999761581421,0.05778549239039421,5.0,4,100,40,100,40,4,gru
test,25,0.550000011920929,0.8557780385017395,5.0,4,100,40,100,40,4,gru
train,26,0.7124999761581421,0.05768871307373047,5.0,4,100,40,100,40,4,gru
test,26,0.550000011920929,0.8652958869934082,5.0,4,100,40,100,40,4,gru
train,27,0.6874996423721313,0.057959385216236115,4.999999046325684,4,100,40,100,40,4,gru
test,27,0.5,0.8408905863761902,5.0,4,100,40,100,40,4,gru
train,28,0.6875,0.05754711106419563,5.0,4,100,40,100,40,4,gru
test,28,0.550000011920929,0.8733434677124023,5.0,4,100,40,100,40,4,gru
train,29,0.699999988079071,0.05712105706334114,5.0,4,100,40,100,40,4,gru
test,29,0.550000011920929,0.8953420519828796,5.0,4,100,40,100,40,4,gru
train,30,0.7250000238418579,0.05700128525495529,5.0,4,100,40,100,40,4,gru
test,30,0.550000011920929,0.8975924253463745,5.0,4,100,40,100,40,4,gru
train,31,0.7124999761581421,0.05659008026123047,5.0,4,100,40,100,40,4,gru
test,31,0.550000011920929,0.8580518960952759,5.0,4,100,40,100,40,4,gru
train,32,0.7250000238418579,0.05634407326579094,5.0,4,100,40,100,40,4,gru
test,32,0.550000011920929,0.8671839833259583,5.0,4,100,40,100,40,4,gru
train,33,0.7124999761581421,0.05695556476712227,5.0,4,100,40,100,40,4,gru
test,33,0.6000000238418579,0.8482897877693176,5.0,4,100,40,100,40,4,gru
train,34,0.7250000238418579,0.05594157427549362,5.0,4,100,40,100,40,4,gru
test,34,0.6000000238418579,0.868557333946228,5.0,4,100,40,100,40,4,gru
train,35,0.7250000834465027,0.05615047737956047,5.0,4,100,40,100,40,4,gru
test,35,0.550000011920929,0.8912044763565063,5.0,4,100,40,100,40,4,gru
train,36,0.737500011920929,0.05589374154806137,5.0,4,100,40,100,40,4,gru
test,36,0.6000000238418579,0.8744558095932007,5.0,4,100,40,100,40,4,gru
train,37,0.675000011920929,0.05606028437614441,5.0,4,100,40,100,40,4,gru
test,37,0.6000000238418579,0.8882347345352173,5.0,4,100,40,100,40,4,gru
train,38,0.699999988079071,0.055614154785871506,5.0,4,100,40,100,40,4,gru
test,38,0.6499999761581421,0.8860427141189575,5.0,4,100,40,100,40,4,gru
train,39,0.6875,0.05571303889155388,5.0,4,100,40,100,40,4,gru
test,39,0.550000011920929,0.9160016775131226,5.0,4,100,40,100,40,4,gru
train,40,0.6875,0.0574503019452095,5.0,4,100,40,100,40,4,gru
test,40,0.6000000238418579,0.9201862215995789,5.0,4,100,40,100,40,4,gru
train,41,0.7250000238418579,0.0565846785902977,5.0,4,100,40,100,40,4,gru
test,41,0.550000011920929,0.9269218444824219,5.0,4,100,40,100,40,4,gru
train,42,0.699999988079071,0.0552162230014801,5.0,4,100,40,100,40,4,gru
test,42,0.44999998807907104,0.9647897481918335,5.0,4,100,40,100,40,4,gru
train,43,0.6875,0.05570833757519722,5.0,4,100,40,100,40,4,gru
test,43,0.550000011920929,0.9641329050064087,5.0,4,100,40,100,40,4,gru
train,44,0.699999988079071,0.053709834814071655,5.0,4,100,40,100,40,4,gru
test,44,0.6000000238418579,0.9495013952255249,5.0,4,100,40,100,40,4,gru
train,45,0.6875,0.05587879568338394,5.0,4,100,40,100,40,4,gru
test,45,0.6000000238418579,0.9660375714302063,5.0,4,100,40,100,40,4,gru
train,46,0.7124999761581421,0.054381005465984344,5.0,4,100,40,100,40,4,gru
test,46,0.550000011920929,1.0326225757598877,5.0,4,100,40,100,40,4,gru
train,47,0.6875,0.05547439306974411,5.0,4,100,40,100,40,4,gru
test,47,0.6000000238418579,0.9727924466133118,5.0,4,100,40,100,40,4,gru
train,48,0.7124999761581421,0.05480804294347763,5.0,4,100,40,100,40,4,gru
test,48,0.6000000238418579,0.9653512835502625,5.0,4,100,40,100,40,4,gru
train,49,0.7250000238418579,0.054253481328487396,5.0,4,100,40,100,40,4,gru
test,49,0.6000000238418579,0.9889389872550964,5.0,4,100,40,100,40,4,gru
train,50,0.7250000238418579,0.05423611402511597,5.0,4,100,40,100,40,4,gru
test,50,0.550000011920929,0.9973711967468262,5.0,4,100,40,100,40,4,gru
train,51,0.7250000238418579,0.05342506244778633,5.0,4,100,40,100,40,4,gru
test,51,0.5,1.0285078287124634,5.0,4,100,40,100,40,4,gru
train,52,0.737500011920929,0.05376402661204338,5.0,4,100,40,100,40,4,gru
test,52,0.550000011920929,1.0627024173736572,5.0,4,100,40,100,40,4,gru
train,53,0.7250000238418579,0.053656913340091705,5.0,4,100,40,100,40,4,gru
test,53,0.6499999761581421,1.046330213546753,5.0,4,100,40,100,40,4,gru
train,54,0.762499988079071,0.05365796014666557,5.0,4,100,40,100,40,4,gru
test,54,0.6000000238418579,1.0523386001586914,5.0,4,100,40,100,40,4,gru
train,55,0.699999988079071,0.053376056253910065,5.0,4,100,40,100,40,4,gru
test,55,0.550000011920929,1.0686070919036865,5.0,4,100,40,100,40,4,gru
train,56,0.699999988079071,0.055141665041446686,5.0,4,100,40,100,40,4,gru
test,56,0.6000000238418579,1.068703532218933,5.0,4,100,40,100,40,4,gru
train,57,0.7250000238418579,0.05383610725402832,5.0,4,100,40,100,40,4,gru
test,57,0.6000000238418579,1.1134823560714722,5.0,4,100,40,100,40,4,gru
train,58,0.6875,0.05360548570752144,5.0,4,100,40,100,40,4,gru
test,58,0.6000000238418579,1.0899280309677124,5.0,4,100,40,100,40,4,gru
train,59,0.737500011920929,0.0540783517062664,5.0,4,100,40,100,40,4,gru
test,59,0.6000000238418579,1.0970830917358398,5.0,4,100,40,100,40,4,gru
train,60,0.6875,0.055705588310956955,5.0,4,100,40,100,40,4,gru
test,60,0.6000000238418579,1.0745048522949219,5.0,4,100,40,100,40,4,gru
train,61,0.737500011920929,0.052061814814805984,5.0,4,100,40,100,40,4,gru
test,61,0.550000011920929,1.1659276485443115,5.0,4,100,40,100,40,4,gru
train,62,0.6875,0.054637886583805084,5.0,4,100,40,100,40,4,gru
test,62,0.6000000238418579,1.1945209503173828,5.0,4,100,40,100,40,4,gru
train,63,0.737500011920929,0.054107438772916794,5.0,4,100,40,100,40,4,gru
test,63,0.6000000238418579,1.1350226402282715,5.0,4,100,40,100,40,4,gru
train,64,0.699999988079071,0.05276789143681526,5.0,4,100,40,100,40,4,gru
test,64,0.5,1.1604350805282593,5.0,4,100,40,100,40,4,gru
train,65,0.6875,0.05236165598034859,5.0,4,100,40,100,40,4,gru
test,65,0.6000000238418579,1.144657015800476,5.0,4,100,40,100,40,4,gru
train,66,0.737500011920929,0.05250707268714905,5.0,4,100,40,100,40,4,gru
test,66,0.6499999761581421,1.1766488552093506,5.0,4,100,40,100,40,4,gru
train,67,0.7124999761581421,0.05368655174970627,5.0,4,100,40,100,40,4,gru
test,67,0.6000000238418579,1.218280553817749,5.0,4,100,40,100,40,4,gru
train,68,0.7124999761581421,0.052787166088819504,5.0,4,100,40,100,40,4,gru
test,68,0.6000000238418579,1.238844633102417,5.0,4,100,40,100,40,4,gru
train,69,0.7124999761581421,0.052600353956222534,5.0,4,100,40,100,40,4,gru
test,69,0.550000011920929,1.2324132919311523,5.0,4,100,40,100,40,4,gru
train,70,0.762499988079071,0.05151443928480148,5.0,4,100,40,100,40,4,gru
test,70,0.6000000238418579,1.2527580261230469,5.0,4,100,40,100,40,4,gru
train,71,0.7250000238418579,0.0509900227189064,5.0,4,100,40,100,40,4,gru
test,71,0.6000000238418579,1.296626091003418,5.0,4,100,40,100,40,4,gru
train,72,0.7124999761581421,0.051527053117752075,5.0,4,100,40,100,40,4,gru
test,72,0.6499999761581421,1.3084989786148071,5.0,4,100,40,100,40,4,gru
train,73,0.75,0.05264578387141228,5.0,4,100,40,100,40,4,gru
test,73,0.6000000238418579,1.4058526754379272,5.0,4,100,40,100,40,4,gru
train,74,0.737500011920929,0.05070903152227402,5.0,4,100,40,100,40,4,gru
test,74,0.6000000238418579,1.4732791185379028,5.0,4,100,40,100,40,4,gru
train,75,0.737500011920929,0.0507768914103508,5.0,4,100,40,100,40,4,gru
test,75,0.6499999761581421,1.4613959789276123,5.0,4,100,40,100,40,4,gru
train,76,0.737500011920929,0.050221025943756104,5.0,4,100,40,100,40,4,gru
test,76,0.6499999761581421,1.4445667266845703,5.0,4,100,40,100,40,4,gru
train,77,0.7124999761581421,0.05048082396388054,5.0,4,100,40,100,40,4,gru
test,77,0.6000000238418579,1.4603220224380493,5.0,4,100,40,100,40,4,gru
train,78,0.762499988079071,0.05094828084111214,5.0,4,100,40,100,40,4,gru
test,78,0.6000000238418579,1.4600441455841064,5.0,4,100,40,100,40,4,gru
train,79,0.699999988079071,0.05422116070985794,5.0,4,100,40,100,40,4,gru
test,79,0.6000000238418579,1.4601958990097046,5.0,4,100,40,100,40,4,gru
train,80,0.7250000238418579,0.0544988214969635,5.0,4,100,40,100,40,4,gru
test,80,0.6499999761581421,1.4714789390563965,5.0,4,100,40,100,40,4,gru
train,81,0.75,0.05290944129228592,5.0,4,100,40,100,40,4,gru
test,81,0.6000000238418579,1.5352783203125,5.0,4,100,40,100,40,4,gru
train,82,0.699999988079071,0.052444927394390106,5.0,4,100,40,100,40,4,gru
test,82,0.5,1.5892963409423828,5.0,4,100,40,100,40,4,gru
train,83,0.7124999761581421,0.059056252241134644,5.0,4,100,40,100,40,4,gru
test,83,0.550000011920929,1.6017920970916748,5.0,4,100,40,100,40,4,gru
train,84,0.699999988079071,0.0514458492398262,5.0,4,100,40,100,40,4,gru
test,84,0.5,1.6361064910888672,5.0,4,100,40,100,40,4,gru
train,85,0.7250000238418579,0.0504959300160408,5.0,4,100,40,100,40,4,gru
test,85,0.6499999761581421,1.6057989597320557,5.0,4,100,40,100,40,4,gru
train,86,0.762499988079071,0.04946013540029526,5.0,4,100,40,100,40,4,gru
test,86,0.6499999761581421,1.6460390090942383,5.0,4,100,40,100,40,4,gru
train,87,0.762499988079071,0.04897139593958855,5.0,4,100,40,100,40,4,gru
test,87,0.6499999761581421,1.6710655689239502,5.0,4,100,40,100,40,4,gru
train,88,0.7749999761581421,0.04899296909570694,5.0,4,100,40,100,40,4,gru
test,88,0.6000000238418579,1.715291976928711,5.0,4,100,40,100,40,4,gru
train,89,0.75,0.05176506191492081,5.0,4,100,40,100,40,4,gru
test,89,0.6499999761581421,1.7790334224700928,5.0,4,100,40,100,40,4,gru
train,90,0.699999988079071,0.06272207200527191,5.0,4,100,40,100,40,4,gru
test,90,0.6000000238418579,1.7641518115997314,5.0,4,100,40,100,40,4,gru
train,91,0.75,0.05975744128227234,5.0,4,100,40,100,40,4,gru
test,91,0.6000000238418579,1.7129924297332764,5.0,4,100,40,100,40,4,gru
train,92,0.762499988079071,0.05269966647028923,5.0,4,100,40,100,40,4,gru
test,92,0.6499999761581421,1.605696678161621,5.0,4,100,40,100,40,4,gru
train,93,0.75,0.053788281977176666,5.0,4,100,40,100,40,4,gru
test,93,0.6000000238418579,1.5977439880371094,5.0,4,100,40,100,40,4,gru
train,94,0.7749999761581421,0.05010082572698593,5.0,4,100,40,100,40,4,gru
test,94,0.6499999761581421,1.6681945323944092,5.0,4,100,40,100,40,4,gru
train,95,0.762499988079071,0.04960904270410538,5.0,4,100,40,100,40,4,gru
test,95,0.6499999761581421,1.7590707540512085,5.0,4,100,40,100,40,4,gru
train,96,0.762499988079071,0.05046314746141434,5.0,4,100,40,100,40,4,gru
test,96,0.6499999761581421,1.7552051544189453,5.0,4,100,40,100,40,4,gru
train,97,0.75,0.04809577018022537,5.0,4,100,40,100,40,4,gru
test,97,0.6499999761581421,1.7668139934539795,5.0,4,100,40,100,40,4,gru
train,98,0.7875000238418579,0.047725945711135864,5.0,4,100,40,100,40,4,gru
test,98,0.6499999761581421,1.8103351593017578,5.0,4,100,40,100,40,4,gru
train,99,0.7749999761581421,0.04918590933084488,5.0,4,100,40,100,40,4,gru
test,99,0.6000000238418579,1.8078410625457764,5.0,4,100,40,100,40,4,gru
train,100,0.7875000238418579,0.048985399305820465,5.0,4,100,40,100,40,4,gru
test,100,0.6499999761581421,1.8469514846801758,5.0,4,100,40,100,40,4,gru
