mode,epoch,acc,loss,length,game_size,vocab_size,hidden_size,n_epochs,embedding_size,max_len,sender_cell
test,67,0.20000000298023224,2.023763418197632,5.0,4,100,60,100,40,4,gru
train,68,0.38749998807907104,0.11813725531101227,5.0,4,100,60,100,40,4,gru
test,68,0.15000000596046448,2.054640293121338,5.0,4,100,60,100,40,4,gru
train,69,0.38749998807907104,0.12106934934854507,5.0,4,100,60,100,40,4,gru
test,69,0.25,1.9742543697357178,5.0,4,100,60,100,40,4,gru
train,70,0.36250001192092896,0.12180397659540176,5.0,4,100,60,100,40,4,gru
test,70,0.10000000149011612,1.9702107906341553,5.0,4,100,60,100,40,4,gru
train,71,0.4124999940395355,0.11651404947042465,5.0,4,100,60,100,40,4,gru
test,71,0.20000000298023224,1.960767149925232,5.0,4,100,60,100,40,4,gru
train,72,0.38749998807907104,0.11733945459127426,5.0,4,100,60,100,40,4,gru
test,72,0.20000000298023224,1.9345462322235107,5.0,4,100,60,100,40,4,gru
train,73,0.375,0.11782145500183105,5.0,4,100,60,100,40,4,gru
test,73,0.15000000596046448,1.963003158569336,5.0,4,100,60,100,40,4,gru
train,74,0.4124999940395355,0.11793939769268036,5.0,4,100,60,100,40,4,gru
test,74,0.20000000298023224,1.9549338817596436,5.0,4,100,60,100,40,4,gru
train,75,0.36250001192092896,0.11757019907236099,5.0,4,100,60,100,40,4,gru
test,75,0.20000000298023224,1.9840850830078125,5.0,4,100,60,100,40,4,gru
train,76,0.375,0.1196296438574791,5.0,4,100,60,100,40,4,gru
test,76,0.20000000298023224,1.9795925617218018,5.0,4,100,60,100,40,4,gru
train,77,0.38749998807907104,0.11558985710144043,5.0,4,100,60,100,40,4,gru
test,77,0.20000000298023224,2.016900062561035,5.0,4,100,60,100,40,4,gru
train,78,0.4375,0.11603058874607086,5.0,4,100,60,100,40,4,gru
test,78,0.20000000298023224,2.0124850273132324,5.0,4,100,60,100,40,4,gru
train,79,0.4000000059604645,0.11570529639720917,5.0,4,100,60,100,40,4,gru
test,79,0.25,2.008837938308716,5.0,4,100,60,100,40,4,gru
train,80,0.4375,0.11541672050952911,5.0,4,100,60,100,40,4,gru
test,80,0.20000000298023224,1.9762738943099976,5.0,4,100,60,100,40,4,gru
train,81,0.4000000059604645,0.11498419940471649,5.0,4,100,60,100,40,4,gru
test,81,0.20000000298023224,2.0471112728118896,5.0,4,100,60,100,40,4,gru
train,82,0.4124999940395355,0.11565645039081573,5.0,4,100,60,100,40,4,gru
test,82,0.20000000298023224,2.07155179977417,5.0,4,100,60,100,40,4,gru
train,83,0.4124999940395355,0.1166515201330185,5.0,4,100,60,100,40,4,gru
test,83,0.25,2.05631422996521,5.0,4,100,60,100,40,4,gru
train,84,0.3499999940395355,0.11531753838062286,5.0,4,100,60,100,40,4,gru
test,84,0.20000000298023224,2.106166362762451,5.0,4,100,60,100,40,4,gru
train,85,0.38749998807907104,0.11575008928775787,5.0,4,100,60,100,40,4,gru
test,85,0.20000000298023224,2.0643136501312256,5.0,4,100,60,100,40,4,gru
train,86,0.4000000059604645,0.11504337936639786,5.0,4,100,60,100,40,4,gru
test,86,0.25,2.1238293647766113,5.0,4,100,60,100,40,4,gru
train,87,0.38749998807907104,0.1149512529373169,5.0,4,100,60,100,40,4,gru
test,87,0.15000000596046448,2.0546960830688477,5.0,4,100,60,100,40,4,gru
train,88,0.42500001192092896,0.11600370705127716,5.0,4,100,60,100,40,4,gru
test,88,0.20000000298023224,2.0347838401794434,5.0,4,100,60,100,40,4,gru
train,89,0.36250001192092896,0.11559613049030304,5.0,4,100,60,100,40,4,gru
test,89,0.15000000596046448,2.1206135749816895,5.0,4,100,60,100,40,4,gru
train,90,0.4000000059604645,0.11423693597316742,5.0,4,100,60,100,40,4,gru
test,90,0.15000000596046448,2.0468850135803223,5.0,4,100,60,100,40,4,gru
train,91,0.38749998807907104,0.11485280841588974,5.0,4,100,60,100,40,4,gru
test,91,0.25,2.0984902381896973,5.0,4,100,60,100,40,4,gru
train,92,0.38749998807907104,0.11384747922420502,5.0,4,100,60,100,40,4,gru
test,92,0.20000000298023224,2.1381611824035645,5.0,4,100,60,100,40,4,gru
train,93,0.38749998807907104,0.1153944730758667,5.0,4,100,60,100,40,4,gru
test,93,0.25,2.1272387504577637,5.0,4,100,60,100,40,4,gru
train,94,0.4000000059604645,0.11585811525583267,5.0,4,100,60,100,40,4,gru
test,94,0.25,1.9749133586883545,5.0,4,100,60,100,40,4,gru
train,95,0.38749998807907104,0.11450944095849991,5.0,4,100,60,100,40,4,gru
test,95,0.25,2.153352975845337,5.0,4,100,60,100,40,4,gru
train,96,0.375,0.11358894407749176,5.0,4,100,60,100,40,4,gru
test,96,0.25,2.2201478481292725,5.0,4,100,60,100,40,4,gru
train,97,0.36250001192092896,0.11695883423089981,5.0,4,100,60,100,40,4,gru
test,97,0.25,2.10874605178833,5.0,4,100,60,100,40,4,gru
train,98,0.3375000059604645,0.1157166138291359,5.0,4,100,60,100,40,4,gru
test,98,0.15000000596046448,2.09373140335083,5.0,4,100,60,100,40,4,gru
train,99,0.375,0.11636273562908173,5.0,4,100,60,100,40,4,gru
test,99,0.25,2.118880271911621,5.0,4,100,60,100,40,4,gru
train,100,0.3499999940395355,0.11570608615875244,5.0,4,100,60,100,40,4,gru
test,100,0.15000000596046448,2.097404718399048,5.0,4,100,60,100,40,4,gru
