mode,epoch,acc,loss,length,game_size,vocab_size,hidden_size,n_epochs,embedding_size,max_len,sender_cell
train,21,0.362498939037323,0.12825177609920502,4.998003959655762,4,100,40,100,40,4,gru
test,21,0.4000000059604645,1.4769504070281982,5.0,4,100,40,100,40,4,gru
train,22,0.33749979734420776,0.13367681205272675,4.999691009521484,4,100,40,100,40,4,gru
test,22,0.4000000059604645,1.3992537260055542,5.0,4,100,40,100,40,4,gru
train,23,0.37500786781311035,0.12685517966747284,4.998913288116455,4,100,40,100,40,4,gru
test,23,0.4000000059604645,1.4612128734588623,5.0,4,100,40,100,40,4,gru
train,24,0.32500696182250977,0.125766783952713,4.999108791351318,4,100,40,100,40,4,gru
test,24,0.4000000059604645,1.4407416582107544,5.0,4,100,40,100,40,4,gru
train,25,0.4124913811683655,0.1242547407746315,4.998528003692627,4,100,40,100,40,4,gru
test,25,0.25,1.4043786525726318,5.0,4,100,40,100,40,4,gru
train,26,0.3499995470046997,0.1258058398962021,4.999756813049316,4,100,40,100,40,4,gru
test,26,0.3499999940395355,1.399714469909668,5.0,4,100,40,100,40,4,gru
train,27,0.2750000059604645,0.13125604391098022,5.0,4,100,40,100,40,4,gru
test,27,0.25,1.5313594341278076,5.0,4,100,40,100,40,4,gru
train,28,0.3375000059604645,0.13028673827648163,5.0,4,100,40,100,40,4,gru
test,28,0.3499999940395355,1.4348406791687012,5.0,4,100,40,100,40,4,gru
train,29,0.36250001192092896,0.12755778431892395,5.0,4,100,40,100,40,4,gru
test,29,0.30000001192092896,1.4948631525039673,5.0,4,100,40,100,40,4,gru
train,30,0.3375000059604645,0.12769663333892822,5.0,4,100,40,100,40,4,gru
test,30,0.4000000059604645,1.4323475360870361,5.0,4,100,40,100,40,4,gru
train,31,0.375,0.12640389800071716,5.0,4,100,40,100,40,4,gru
test,31,0.5,1.2630627155303955,5.0,4,100,40,100,40,4,gru
train,32,0.4000000059604645,0.11743291467428207,5.0,4,100,40,100,40,4,gru
test,32,0.75,1.0503220558166504,5.0,4,100,40,100,40,4,gru
train,33,0.48750001192092896,0.10141430795192719,5.0,4,100,40,100,40,4,gru
test,33,0.6000000238418579,0.9355484247207642,5.0,4,100,40,100,40,4,gru
train,34,0.5,0.09138385951519012,5.0,4,100,40,100,40,4,gru
test,34,0.550000011920929,0.9226396679878235,5.0,4,100,40,100,40,4,gru
train,35,0.512499988079071,0.09413671493530273,5.0,4,100,40,100,40,4,gru
test,35,0.6499999761581421,0.6822408437728882,5.0,4,100,40,100,40,4,gru
train,36,0.4749999940395355,0.10546232759952545,4.999975204467773,4,100,40,100,40,4,gru
test,36,0.699999988079071,0.7824915647506714,5.0,4,100,40,100,40,4,gru
train,37,0.5250120759010315,0.09257809072732925,4.999969005584717,4,100,40,100,40,4,gru
test,37,0.6000000238418579,0.9693378210067749,5.0,4,100,40,100,40,4,gru
train,38,0.5000322461128235,0.0877462849020958,4.999721050262451,4,100,40,100,40,4,gru
test,38,0.6000000238418579,0.7087792158126831,5.0,4,100,40,100,40,4,gru
train,39,0.5999953150749207,0.08034750074148178,4.999902725219727,4,100,40,100,40,4,gru
test,39,0.6000000238418579,0.7761619091033936,5.0,4,100,40,100,40,4,gru
train,40,0.5250005125999451,0.0780915841460228,4.99995756149292,4,100,40,100,40,4,gru
test,40,0.6499999761581421,0.8458725214004517,5.0,4,100,40,100,40,4,gru
train,41,0.5250032544136047,0.07166692614555359,4.9998602867126465,4,100,40,100,40,4,gru
test,41,0.5,0.8062328100204468,5.0,4,100,40,100,40,4,gru
train,42,0.525016188621521,0.07493094354867935,4.999898433685303,4,100,40,100,40,4,gru
test,42,0.550000011920929,1.1721075773239136,5.0,4,100,40,100,40,4,gru
train,43,0.5375696420669556,0.07243640720844269,4.999428749084473,4,100,40,100,40,4,gru
test,43,0.6000000238418579,1.3310588598251343,5.0,4,100,40,100,40,4,gru
train,44,0.5625106692314148,0.06978219747543335,4.999676704406738,4,100,40,100,40,4,gru
test,44,0.6000000238418579,0.896233856678009,5.0,4,100,40,100,40,4,gru
train,45,0.5999958515167236,0.0735945850610733,4.998594284057617,4,100,40,100,40,4,gru
test,45,0.550000011920929,1.5191152095794678,5.0,4,100,40,100,40,4,gru
train,46,0.6000027656555176,0.06977557390928268,4.9997124671936035,4,100,40,100,40,4,gru
test,46,0.5,0.8211585283279419,5.0,4,100,40,100,40,4,gru
train,47,0.6125389337539673,0.06898270547389984,4.9992451667785645,4,100,40,100,40,4,gru
test,47,0.5,1.083051085472107,5.0,4,100,40,100,40,4,gru
train,48,0.6000388860702515,0.06530141830444336,4.999590873718262,4,100,40,100,40,4,gru
test,48,0.550000011920929,0.7886885404586792,5.0,4,100,40,100,40,4,gru
train,49,0.6375010013580322,0.06451935321092606,4.999278545379639,4,100,40,100,40,4,gru
test,49,0.6000000238418579,0.7860993146896362,5.0,4,100,40,100,40,4,gru
train,50,0.5749121904373169,0.0685388594865799,4.998631000518799,4,100,40,100,40,4,gru
test,50,0.550000011920929,0.8645205497741699,5.0,4,100,40,100,40,4,gru
train,51,0.6124749183654785,0.06327308714389801,4.998584747314453,4,100,40,100,40,4,gru
test,51,0.6000000238418579,0.6730085611343384,5.0,4,100,40,100,40,4,gru
train,52,0.599949836730957,0.06469519436359406,4.997650623321533,4,100,40,100,40,4,gru
test,52,0.44999998807907104,0.862605094909668,5.0,4,100,40,100,40,4,gru
train,53,0.5752099752426147,0.06316463649272919,4.999224662780762,4,100,40,100,40,4,gru
test,53,0.4000000059604645,0.9150088429450989,5.0,4,100,40,100,40,4,gru
train,54,0.5874557495117188,0.06308958679437637,4.999634742736816,4,100,40,100,40,4,gru
test,54,0.44999998807907104,0.8046395182609558,5.0,4,100,40,100,40,4,gru
train,55,0.5999982953071594,0.0693301260471344,4.999783992767334,4,100,40,100,40,4,gru
test,55,0.550000011920929,0.6771888732910156,5.0,4,100,40,100,40,4,gru
train,56,0.6124971508979797,0.06476208567619324,4.99973201751709,4,100,40,100,40,4,gru
test,56,0.550000011920929,0.7869676351547241,5.0,4,100,40,100,40,4,gru
train,57,0.5499894618988037,0.07276603579521179,4.999713897705078,4,100,40,100,40,4,gru
test,57,0.75,0.6920338869094849,5.0,4,100,40,100,40,4,gru
train,58,0.6374921798706055,0.06416995078325272,4.999044418334961,4,100,40,100,40,4,gru
test,58,0.699999988079071,0.6842125058174133,5.0,4,100,40,100,40,4,gru
train,59,0.5625556707382202,0.061898790299892426,4.99774694442749,4,100,40,100,40,4,gru
test,59,0.75,0.646821141242981,5.0,4,100,40,100,40,4,gru
train,60,0.6374977231025696,0.0629926323890686,4.999428749084473,4,100,40,100,40,4,gru
test,60,0.75,0.6022285223007202,5.0,4,100,40,100,40,4,gru
train,61,0.6000073552131653,0.059818334877491,4.999068260192871,4,100,40,100,40,4,gru
test,61,0.6499999761581421,0.6853324770927429,5.0,4,100,40,100,40,4,gru
train,62,0.6375004053115845,0.06080671027302742,4.999753475189209,4,100,40,100,40,4,gru
test,62,0.699999988079071,0.6187716126441956,5.0,4,100,40,100,40,4,gru
train,63,0.6253054738044739,0.05987647920846939,4.998781681060791,4,100,40,100,40,4,gru
test,63,0.699999988079071,0.6157233119010925,5.0,4,100,40,100,40,4,gru
train,64,0.6750003695487976,0.05895785614848137,4.999118328094482,4,100,40,100,40,4,gru
test,64,0.6499999761581421,0.7120958566665649,5.0,4,100,40,100,40,4,gru
train,65,0.6499954462051392,0.060339055955410004,4.999769687652588,4,100,40,100,40,4,gru
test,65,0.6499999761581421,0.6910321712493896,5.0,4,100,40,100,40,4,gru
train,66,0.624994695186615,0.058777809143066406,4.9993438720703125,4,100,40,100,40,4,gru
test,66,0.699999988079071,0.610785722732544,5.0,4,100,40,100,40,4,gru
train,67,0.6749945878982544,0.05553961545228958,4.998936653137207,4,100,40,100,40,4,gru
test,67,0.6000000238418579,0.7387751936912537,5.0,4,100,40,100,40,4,gru
train,68,0.5874794721603394,0.06784985959529877,4.999625205993652,4,100,40,100,40,4,gru
test,68,0.699999988079071,0.526291012763977,5.0,4,100,40,100,40,4,gru
train,69,0.6249994039535522,0.06625129282474518,4.999682426452637,4,100,40,100,40,4,gru
test,69,0.6499999761581421,0.7025223970413208,5.0,4,100,40,100,40,4,gru
train,70,0.6374984979629517,0.06981229782104492,4.999420166015625,4,100,40,100,40,4,gru
test,70,0.6000000238418579,0.8043616414070129,5.0,4,100,40,100,40,4,gru
train,71,0.5999451279640198,0.06627846509218216,4.998308181762695,4,100,40,100,40,4,gru
test,71,0.6499999761581421,0.9429104924201965,5.0,4,100,40,100,40,4,gru
train,72,0.6499882936477661,0.06318248063325882,4.998647689819336,4,100,40,100,40,4,gru
test,72,0.6000000238418579,0.8402552604675293,5.0,4,100,40,100,40,4,gru
train,73,0.6374585032463074,0.05535266920924187,4.989571571350098,4,100,40,100,40,4,gru
test,73,0.699999988079071,0.729069709777832,5.0,4,100,40,100,40,4,gru
train,74,0.624955415725708,0.06627707928419113,4.997763633728027,4,100,40,100,40,4,gru
test,74,0.5,1.1317030191421509,5.0,4,100,40,100,40,4,gru
train,75,0.6624928712844849,0.06723788380622864,4.986820220947266,4,100,40,100,40,4,gru
test,75,0.6499999761581421,0.6251684427261353,5.0,4,100,40,100,40,4,gru
train,76,0.6624789237976074,0.05985847860574722,4.997968673706055,4,100,40,100,40,4,gru
test,76,0.550000011920929,0.9158402681350708,5.0,4,100,40,100,40,4,gru
train,77,0.6499943137168884,0.060712337493896484,4.998534202575684,4,100,40,100,40,4,gru
test,77,0.699999988079071,0.6628895998001099,5.0,4,100,40,100,40,4,gru
train,78,0.6624683141708374,0.05713782459497452,4.997447490692139,4,100,40,100,40,4,gru
test,78,0.75,0.6254109740257263,5.0,4,100,40,100,40,4,gru
train,79,0.6499866247177124,0.05896996706724167,4.999122619628906,4,100,40,100,40,4,gru
test,79,0.699999988079071,0.7243727445602417,5.0,4,100,40,100,40,4,gru
train,80,0.6249967813491821,0.05987983196973801,4.997845649719238,4,100,40,100,40,4,gru
test,80,0.800000011920929,0.6044807434082031,5.0,4,100,40,100,40,4,gru
train,81,0.6249281167984009,0.06630140542984009,4.998164176940918,4,100,40,100,40,4,gru
test,81,0.550000011920929,0.7757295370101929,5.0,4,100,40,100,40,4,gru
train,82,0.6249973177909851,0.060810793191194534,4.998930931091309,4,100,40,100,40,4,gru
test,82,0.699999988079071,0.6313425302505493,5.0,4,100,40,100,40,4,gru
train,83,0.6623823046684265,0.05420183017849922,4.989040374755859,4,100,40,100,40,4,gru
test,83,0.699999988079071,0.6126800775527954,5.0,4,100,40,100,40,4,gru
train,84,0.6624995470046997,0.054311353713274,4.999670505523682,4,100,40,100,40,4,gru
test,84,0.75,0.5979923605918884,5.0,4,100,40,100,40,4,gru
train,85,0.6875,0.056587107479572296,4.99216365814209,4,100,40,100,40,4,gru
test,85,0.6499999761581421,0.8027769923210144,5.0,4,100,40,100,40,4,gru
train,86,0.6749775409698486,0.05505172535777092,4.999838829040527,4,100,40,100,40,4,gru
test,86,0.6000000238418579,0.6436287760734558,5.0,4,100,40,100,40,4,gru
train,87,0.6874957084655762,0.056364208459854126,4.9993510246276855,4,100,40,100,40,4,gru
test,87,0.6000000238418579,0.8124377131462097,5.0,4,100,40,100,40,4,gru
train,88,0.6749827265739441,0.052965857088565826,4.99342679977417,4,100,40,100,40,4,gru
test,88,0.550000011920929,0.8921214938163757,5.0,4,100,40,100,40,4,gru
train,89,0.6874877214431763,0.05391388013958931,4.996909141540527,4,100,40,100,40,4,gru
test,89,0.6499999761581421,0.8275520205497742,5.0,4,100,40,100,40,4,gru
train,90,0.6624869108200073,0.05699311941862106,4.999388694763184,4,100,40,100,40,4,gru
test,90,0.699999988079071,0.7767466902732849,5.0,4,100,40,100,40,4,gru
train,91,0.7000068426132202,0.05311579257249832,4.999149322509766,4,100,40,100,40,4,gru
test,91,0.6499999761581421,0.8835727572441101,5.0,4,100,40,100,40,4,gru
train,92,0.6749705076217651,0.05843378230929375,4.9986371994018555,4,100,40,100,40,4,gru
test,92,0.6499999761581421,0.7152267694473267,5.0,4,100,40,100,40,4,gru
train,93,0.662469744682312,0.056892089545726776,4.998929500579834,4,100,40,100,40,4,gru
test,93,0.550000011920929,0.9706101417541504,5.0,4,100,40,100,40,4,gru
train,94,0.6874545812606812,0.05820591002702713,4.99891996383667,4,100,40,100,40,4,gru
test,94,0.550000011920929,1.024329662322998,5.0,4,100,40,100,40,4,gru
train,95,0.662488579750061,0.05856369808316231,4.999065399169922,4,100,40,100,40,4,gru
test,95,0.5,0.8817321062088013,5.0,4,100,40,100,40,4,gru
train,96,0.6749950647354126,0.053543709218502045,4.999031066894531,4,100,40,100,40,4,gru
test,96,0.550000011920929,0.9012435078620911,5.0,4,100,40,100,40,4,gru
train,97,0.6749732494354248,0.05217374116182327,4.998421669006348,4,100,40,100,40,4,gru
test,97,0.550000011920929,1.0090978145599365,5.0,4,100,40,100,40,4,gru
train,98,0.6999963521957397,0.05207369476556778,4.999284267425537,4,100,40,100,40,4,gru
test,98,0.6000000238418579,0.7432737350463867,5.0,4,100,40,100,40,4,gru
train,99,0.7249950170516968,0.050502628087997437,4.998762607574463,4,100,40,100,40,4,gru
test,99,0.6000000238418579,0.8817801475524902,5.0,4,100,40,100,40,4,gru
train,100,0.7247485518455505,0.049440521746873856,4.998776912689209,4,100,40,100,40,4,gru
test,100,0.6499999761581421,0.7175079584121704,5.0,4,100,40,100,40,4,gru
