mode,epoch,acc,loss,length,game_size,vocab_size,hidden_size,n_epochs,embedding_size,max_len,sender_cell
test,79,0.6000000238418579,1.2624446153640747,5.0,4,100,20,100,40,4,gru
train,80,0.7749999761581421,0.048597343266010284,5.0,4,100,20,100,40,4,gru
test,80,0.5,1.2253363132476807,5.0,4,100,20,100,40,4,gru
train,81,0.8125,0.04872482270002365,5.0,4,100,20,100,40,4,gru
test,81,0.550000011920929,1.256152868270874,5.0,4,100,20,100,40,4,gru
train,82,0.8125,0.04819067567586899,5.0,4,100,20,100,40,4,gru
test,82,0.550000011920929,1.2519100904464722,5.0,4,100,20,100,40,4,gru
train,83,0.7749999761581421,0.04862365126609802,5.0,4,100,20,100,40,4,gru
test,83,0.5,1.2615973949432373,5.0,4,100,20,100,40,4,gru
train,84,0.75,0.04776538908481598,5.0,4,100,20,100,40,4,gru
test,84,0.4000000059604645,1.3281859159469604,5.0,4,100,20,100,40,4,gru
train,85,0.7749999761581421,0.04880688712000847,5.0,4,100,20,100,40,4,gru
test,85,0.5,1.2496249675750732,5.0,4,100,20,100,40,4,gru
train,86,0.762499988079071,0.04805804789066315,5.0,4,100,20,100,40,4,gru
test,86,0.6000000238418579,1.287164330482483,5.0,4,100,20,100,40,4,gru
train,87,0.7875000238418579,0.04823809117078781,5.0,4,100,20,100,40,4,gru
test,87,0.5,1.3113484382629395,5.0,4,100,20,100,40,4,gru
train,88,0.7749999761581421,0.04796644300222397,5.0,4,100,20,100,40,4,gru
test,88,0.550000011920929,1.3018701076507568,5.0,4,100,20,100,40,4,gru
train,89,0.737500011920929,0.05178649351000786,5.0,4,100,20,100,40,4,gru
test,89,0.550000011920929,1.3023743629455566,5.0,4,100,20,100,40,4,gru
train,90,0.762499988079071,0.04997095465660095,5.0,4,100,20,100,40,4,gru
test,90,0.30000001192092896,1.39593505859375,5.0,4,100,20,100,40,4,gru
train,91,0.762499988079071,0.04679785296320915,5.0,4,100,20,100,40,4,gru
test,91,0.44999998807907104,1.3383028507232666,5.0,4,100,20,100,40,4,gru
train,92,0.7875000238418579,0.04629304260015488,5.0,4,100,20,100,40,4,gru
test,92,0.550000011920929,1.3607040643692017,5.0,4,100,20,100,40,4,gru
train,93,0.7250000238418579,0.05236951261758804,5.0,4,100,20,100,40,4,gru
test,93,0.5,1.3419880867004395,5.0,4,100,20,100,40,4,gru
train,94,0.737500011920929,0.05178656429052353,5.0,4,100,20,100,40,4,gru
test,94,0.550000011920929,1.4072741270065308,5.0,4,100,20,100,40,4,gru
train,95,0.7875000238418579,0.04676168039441109,5.0,4,100,20,100,40,4,gru
test,95,0.550000011920929,1.3798370361328125,5.0,4,100,20,100,40,4,gru
train,96,0.800000011920929,0.047904517501592636,5.0,4,100,20,100,40,4,gru
test,96,0.550000011920929,1.3357675075531006,5.0,4,100,20,100,40,4,gru
train,97,0.7250000238418579,0.04936526343226433,5.0,4,100,20,100,40,4,gru
test,97,0.550000011920929,1.358390212059021,5.0,4,100,20,100,40,4,gru
train,98,0.8125,0.04726077988743782,5.0,4,100,20,100,40,4,gru
test,98,0.550000011920929,1.3979651927947998,5.0,4,100,20,100,40,4,gru
train,99,0.7749999761581421,0.04697336256504059,5.0,4,100,20,100,40,4,gru
test,99,0.550000011920929,1.4100520610809326,5.0,4,100,20,100,40,4,gru
train,100,0.7749999761581421,0.04699977859854698,5.0,4,100,20,100,40,4,gru
test,100,0.6000000238418579,1.373679280281067,5.0,4,100,20,100,40,4,gru
